EndoBench_index,image_path,EndoBench_task,EndoBench_orig_Q,EndoBench_orig_A (gt),Kvasir_Q (current),Kvasir_A (current)
1872,image_1872.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",foreign body,Does this image contain any finding?,Yes
1873,image_1873.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it be?",foreign body,Does this image contain any finding?,Yes
1874,image_1874.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",foreign body,Does this image contain any finding?,Yes
1875,image_1875.jpg,Lesion Type Identification,"Examine this endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",foreign body,Does this image contain any finding?,Yes
1876,image_1876.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,No abnormality,Does this image contain any finding?,No
1877,image_1877.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",No abnormality,Does this image contain any finding?,No
1878,image_1878.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",No abnormality,Does this image contain any finding?,No
1879,image_1879.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",No abnormality,Does this image contain any finding?,No
1880,image_1880.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",No abnormality,Does this image contain any finding?,No
1881,image_1881.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",No abnormality,Does this image contain any finding?,No
1882,image_1882.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",No abnormality,Does this image contain any finding?,No
1883,image_1883.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified anomaly.",No abnormality,Does this image contain any finding?,No
1884,image_1884.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly can be identified?",No abnormality,Does this image contain any finding?,No
1885,image_1885.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality can be discerned?",No abnormality,Does this image contain any finding?,No
1886,image_1886.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality can be discerned?",No abnormality,Does this image contain any finding?,No
1887,image_1887.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",No abnormality,Does this image contain any finding?,No
1888,image_1888.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,No abnormality,Does this image contain any finding?,No
1889,image_1889.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the abnormality observed.",No abnormality,Does this image contain any finding?,No
1890,image_1890.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",No abnormality,Does this image contain any finding?,No
1891,image_1891.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please specify the nature of the identified abnormality.",No abnormality,Does this image contain any finding?,No
1892,image_1892.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly can be identified?",No abnormality,Does this image contain any finding?,No
1893,image_1893.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",No abnormality,Does this image contain any finding?,No
1894,image_1894.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific type might they be?",No abnormality,Does this image contain any finding?,No
1895,image_1895.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",No abnormality,Does this image contain any finding?,No
1896,image_1896.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",ulcerative colitis,Does this image contain any finding?,Yes
1896,image_1896.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1897,image_1897.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific conditions might they suggest?",ulcerative colitis,Does this image contain any finding?,Yes
1897,image_1897.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific conditions might they suggest?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1898,image_1898.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please specify the nature of the identified abnormality.",ulcerative colitis,Does this image contain any finding?,Yes
1898,image_1898.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please specify the nature of the identified abnormality.",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1899,image_1899.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",ulcerative colitis,Does this image contain any finding?,Yes
1899,image_1899.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1900,image_1900.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,ulcerative colitis,Does this image contain any finding?,Yes
1900,image_1900.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1901,image_1901.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",ulcerative colitis,Does this image contain any finding?,Yes
1901,image_1901.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1902,image_1902.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",ulcerative colitis,Does this image contain any finding?,Yes
1902,image_1902.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1903,image_1903.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",ulcerative colitis,Does this image contain any finding?,Yes
1903,image_1903.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1904,image_1904.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of anomaly could be present?",ulcerative colitis,Does this image contain any finding?,Yes
1904,image_1904.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of anomaly could be present?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1905,image_1905.jpg,Lesion Type Identification,"Examine this endoscopic image for potential irregularities. If any are identified, what specific type of abnormality can be discerned?",ulcerative colitis,Does this image contain any finding?,Yes
1905,image_1905.jpg,Lesion Type Identification,"Examine this endoscopic image for potential irregularities. If any are identified, what specific type of abnormality can be discerned?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1906,image_1906.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",ulcerative colitis,Does this image contain any finding?,Yes
1906,image_1906.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1907,image_1907.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",ulcerative colitis,Does this image contain any finding?,Yes
1907,image_1907.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1908,image_1908.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, what specific conditions could they indicate?",ulcerative colitis,Does this image contain any finding?,Yes
1908,image_1908.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, what specific conditions could they indicate?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1909,image_1909.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of abnormality can be discerned?",ulcerative colitis,Does this image contain any finding?,Yes
1909,image_1909.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of abnormality can be discerned?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1910,image_1910.jpg,Lesion Type Identification,"Does this endoscopic visualization reveal any pathological findings? If so, could you identify the specific condition?",ulcerative colitis,Does this image contain any finding?,Yes
1910,image_1910.jpg,Lesion Type Identification,"Does this endoscopic visualization reveal any pathological findings? If so, could you identify the specific condition?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1911,image_1911.jpg,Lesion Type Identification,"Does the endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",ulcerative colitis,Does this image contain any finding?,Yes
1911,image_1911.jpg,Lesion Type Identification,"Does the endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1912,image_1912.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",ulcerative colitis,Does this image contain any finding?,Yes
1912,image_1912.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1913,image_1913.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",ulcerative colitis,Does this image contain any finding?,Yes
1913,image_1913.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1914,image_1914.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",ulcerative colitis,Does this image contain any finding?,Yes
1914,image_1914.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1915,image_1915.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If abnormalities are identified, what specific type of condition could be indicated?",ulcerative colitis,Does this image contain any finding?,Yes
1915,image_1915.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If abnormalities are identified, what specific type of condition could be indicated?",ulcerative colitis,Are there any abnormalities in the image? Check all that are present.,Ulcerative Colitis
1916,image_1916.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,polyps,Does this image contain any finding?,Yes
1916,image_1916.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1917,image_1917.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",polyps,Does this image contain any finding?,Yes
1917,image_1917.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1918,image_1918.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polyps,Does this image contain any finding?,Yes
1918,image_1918.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1919,image_1919.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",polyps,Does this image contain any finding?,Yes
1919,image_1919.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1920,image_1920.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,polyps,Does this image contain any finding?,Yes
1920,image_1920.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1921,image_1921.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",polyps,Does this image contain any finding?,Yes
1921,image_1921.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1922,image_1922.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If abnormalities are identified, what specific type of lesion is evident?",polyps,Does this image contain any finding?,Yes
1922,image_1922.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If abnormalities are identified, what specific type of lesion is evident?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1923,image_1923.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",polyps,Does this image contain any finding?,Yes
1923,image_1923.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1924,image_1924.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should abnormalities be present, what classifications do they fall under?",polyps,Does this image contain any finding?,Yes
1924,image_1924.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should abnormalities be present, what classifications do they fall under?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1925,image_1925.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",polyps,Does this image contain any finding?,Yes
1925,image_1925.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1926,image_1926.jpg,Lesion Type Identification,"Does the endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",polyps,Does this image contain any finding?,Yes
1926,image_1926.jpg,Lesion Type Identification,"Does the endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1927,image_1927.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality could be present?",polyps,Does this image contain any finding?,Yes
1927,image_1927.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. Should any be identified, what specific type of abnormality could be present?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1928,image_1928.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,polyps,Does this image contain any finding?,Yes
1928,image_1928.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1929,image_1929.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",polyps,Does this image contain any finding?,Yes
1929,image_1929.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of the abnormalities observed.",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1930,image_1930.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polyps,Does this image contain any finding?,Yes
1930,image_1930.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1931,image_1931.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of anomaly is evident?",polyps,Does this image contain any finding?,Yes
1931,image_1931.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of anomaly is evident?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1932,image_1932.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",polyps,Does this image contain any finding?,Yes
1932,image_1932.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1933,image_1933.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",polyps,Does this image contain any finding?,Yes
1933,image_1933.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1934,image_1934.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific conditions might they suggest?",polyps,Does this image contain any finding?,Yes
1934,image_1934.jpg,Lesion Type Identification,"Could you analyze this endoscopic image and determine whether any pathological findings are present? If abnormalities are identified, what specific conditions might they suggest?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1935,image_1935.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",polyps,Does this image contain any finding?,Yes
1935,image_1935.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific condition?",polyps,Are there any abnormalities in the image? Check all that are present.,Polyp
1936,image_1936.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",hemorrhoids,Does this image contain any finding?,Yes
1936,image_1936.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",hemorrhoids,Are there any abnormalities in the image? Check all that are present.,Hemorrhoids
1937,image_1937.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",hemorrhoids,Does this image contain any finding?,Yes
1937,image_1937.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",hemorrhoids,Are there any abnormalities in the image? Check all that are present.,Hemorrhoids
1938,image_1938.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it indicate?",esophagitis,Does this image contain any finding?,Yes
1938,image_1938.jpg,Lesion Type Identification,"Does this image reveal any atypical findings, and if so, what specific type of anomaly could it indicate?",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1939,image_1939.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Does this image contain any finding?,Yes
1939,image_1939.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1940,image_1940.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. If any are identified, what specific type of abnormality could be present?",esophagitis,Does this image contain any finding?,Yes
1940,image_1940.jpg,Lesion Type Identification,"Examine this endoscopic image for any irregularities. If any are identified, what specific type of abnormality could be present?",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1941,image_1941.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are identified, please specify their nature.",esophagitis,Does this image contain any finding?,Yes
1941,image_1941.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are identified, please specify their nature.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1942,image_1942.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",esophagitis,Does this image contain any finding?,Yes
1942,image_1942.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1943,image_1943.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",esophagitis,Does this image contain any finding?,Yes
1943,image_1943.jpg,Lesion Type Identification,"Does this endoscopic image reveal any pathological findings? If so, could you identify the specific type?",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1944,image_1944.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",esophagitis,Does this image contain any finding?,Yes
1944,image_1944.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1945,image_1945.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Does this image contain any finding?,Yes
1945,image_1945.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1946,image_1946.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",esophagitis,Does this image contain any finding?,Yes
1946,image_1946.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If so, please specify the nature of these findings.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1947,image_1947.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please specify the nature of the identified abnormality.",esophagitis,Does this image contain any finding?,Yes
1947,image_1947.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please specify the nature of the identified abnormality.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1948,image_1948.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",esophagitis,Does this image contain any finding?,Yes
1948,image_1948.jpg,Lesion Type Identification,"Assess this endoscopic image for any pathological findings. Should abnormalities be identified, what classifications do they fall under?",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1949,image_1949.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",esophagitis,Does this image contain any finding?,Yes
1949,image_1949.jpg,Lesion Type Identification,"Can you identify any pathological findings in this image? If present, please characterize the nature of the abnormality.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1950,image_1950.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,esophagitis,Does this image contain any finding?,Yes
1950,image_1950.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1951,image_1951.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,esophagitis,Does this image contain any finding?,Yes
1951,image_1951.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the provided endoscopic image?,esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1952,image_1952.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",esophagitis,Does this image contain any finding?,Yes
1952,image_1952.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1953,image_1953.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are identified, please specify their nature.",esophagitis,Does this image contain any finding?,Yes
1953,image_1953.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are identified, please specify their nature.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1954,image_1954.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",esophagitis,Does this image contain any finding?,Yes
1954,image_1954.jpg,Lesion Type Identification,"Analyze this endoscopic image for any pathological findings. Should any be identified, what classifications do they fall under?",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1955,image_1955.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Does this image contain any finding?,Yes
1955,image_1955.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1956,image_1956.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,esophagitis,Does this image contain any finding?,Yes
1956,image_1956.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1957,image_1957.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Does this image contain any finding?,Yes
1957,image_1957.jpg,Lesion Type Identification,"Does this image reveal any pathological findings? If it does, please characterize the nature of the identified abnormality.",esophagitis,Are there any abnormalities in the image? Check all that are present.,Oesophagitis
1958,image_1958.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,Barrett's esophagus,Does this image contain any finding?,Yes
1958,image_1958.jpg,Lesion Type Identification,What specific pathological finding can be discerned from the examination of this endoscopic image?,Barrett's esophagus,Are there any abnormalities in the image? Check all that are present.,Barretts
1959,image_1959.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",Barrett's esophagus,Does this image contain any finding?,Yes
1959,image_1959.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",Barrett's esophagus,Are there any abnormalities in the image? Check all that are present.,Barretts
1960,image_1960.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of abnormality could be present?",Barrett's esophagus,Does this image contain any finding?,Yes
1960,image_1960.jpg,Lesion Type Identification,"Examine this endoscopic image for any pathological findings. If any are identified, what specific type of abnormality could be present?",Barrett's esophagus,Are there any abnormalities in the image? Check all that are present.,Barretts
1961,image_1961.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",Barrett's esophagus,Does this image contain any finding?,Yes
1961,image_1961.jpg,Lesion Type Identification,"Does this image reveal any pathological findings, and if so, what specific type of anomaly could it indicate?",Barrett's esophagus,Are there any abnormalities in the image? Check all that are present.,Barretts
1962,image_1962.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",Barrett's esophagus,Does this image contain any finding?,Yes
1962,image_1962.jpg,Lesion Type Identification,"Please analyze the provided endoscopic image and determine whether any pathological findings are present. If abnormalities are identified, could you specify their nature?",Barrett's esophagus,Are there any abnormalities in the image? Check all that are present.,Barretts
1963,image_1963.jpg,Lesion Type Identification,"Examine the provided endoscopic image and indicate whether any pathological findings are present. If abnormalities are detected, please identify their specific nature.",Barrett's esophagus,Does this image contain any finding?,Yes
